16
1,1780,yaji
2,780,touma
3,240,kuma
4,2280,yaji
5,780,touma
6,240,kuma
7,1980,yaji
8,360,kuma
9,500,touma
10,900,yaji
11,420,touma
12,240,kuma
13,2280,yaji
14,880,touma
15,60,kuma
